PlayerID,CompRank,CompID,CompName,CompYr,Similarity,Sim_Adjust,Neg3YrAV,Neg2YrAV,Neg1YrAV,0YrAV,1YrAV,2YrAV,3YrAV,4YrAV,5YrAV,6YrAV,YrDiff,AgeDiff,SzDiff,DrftDiff,RosterDiff,SttsDiff
HentHa00,8,UtecBe00,Ben Utecht,2006,57.690939580621304,0.0,,,1.125,2.375,2.625,0.75,0.0,0.0,0.0,0.0,0.69,0.75,0.6797227298226151,1.25,0.6488702352340129,0.8648915026145505
HentHa00,9,SandDa00,Darnell Sanders ,2003,57.13549438701433,0.0,,,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,1.25,0.5757815576996664,0.7781353477955781,0.9676261976044598,0.7851555728932166
HentHa00,10,LeexDo00,Donald Lee ,2004,56.258368949159795,0.0,,,1.0625,1.0625,2.5625,0.9375,5.875,3.75,2.0,1.5625,0.61,1.25,1.199023178246833,1.0969068910760513,0.46848125924699147,0.5803869712998275
BaugMa02,1,TyexWi00,Will Tye,2015,55.3671322373108,0.0,,,,3.875,2.875,0.25,0.0,0.0,,,1.05,0.25,0.6337309610583156,1.25,1.103411952558872,0.9108142364748792
BaugMa02,2,TelfRa00,Randall Telfer,2016,54.747768722913534,0.0,,,0.0,0.0,0.25,0.0,0.0,,,,1.09,0.25,1.1650386304113884,1.25,0.9211139562652368,0.5726289781874299
BaugMa02,3,GrinDa00,David Grinnage,2018,47.78999456273731,0.0,,,,0.375,0.0,,,,,,1.17,1.25,0.8093183075936203,1.25,-0.051103357767834146,0.7640708950167373
BaugMa02,4,SteeBe00,Ben Steele,2004,47.60075342108587,0.0,,,,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.61,1.25,0.9568723158987521,1.25,0.0024214871671746074,0.9448978380552829
BaugMa02,5,HartFr00,Frank Hartley ,1994,45.73078210031663,0.0,,,,0.4375,1.25,0.0,1.9375,0.1875,0.0,0.0,0.20999999999999996,0.75,0.5662137104927015,1.25,0.6267604160788343,0.9133910053850287
BaugMa02,6,MattMi00,Michael Matthews,2007,44.9575281207813,0.0,,,,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0,0.73,0.25,0.8251931520569417,1.25,0.3414592050019113,0.9489595506392607
BaugMa02,7,TrayAu00,Austin Traylor,2017,44.84362306868688,0.0,,,,0.625,0.0,0.0,,,,,1.13,0.75,0.9568723158987521,1.25,-0.14695812584876666,0.9762790609740152
BaugMa02,8,GainMi00,Michael Gaines,2004,44.82650009635317,0.0,,,,0.1875,1.75,0.9375,2.125,2.0,1.5,0.0,0.61,0.25,0.5757815576996665,1.25,0.7987360570605503,0.6928597472887155
BaugMa02,9,FletBr00,Bryan Fletcher,2005,44.70241846811686,0.0,0.0,0.0,0.0,2.375,2.0,1.0,0.0,0.0,0.0,0.0,0.65,1.25,0.8709600103346056,1.25,-0.08815593179263348,0.942443119486093
BaugMa02,10,WillBr04,Brandon Williams,2013,44.66794308124985,0.0,,,,0.0,0.25,0.0,0.25,0.75,0.0,0.0,0.97,1.25,1.0800772608227767,1.25,-0.22359871553889277,0.9136421224991786
SmitAl03,1,ChanCh00,Chris Chandler,2003,28.314696958239548,4.650607284195196,6.9375,10.0,3.0625,2.75,0.6875,0.0,0.0,0.0,0.0,0.0,0.57,0.25,1.0630849869050543,1.25,0.7630314355555287,-0.2600325684468814
SmitAl03,2,WilsWa00,Wade Wilson,1996,20.16730287592378,4.650607284195196,8.6875,0.5,0.9375,0.125,0.25,2.8125,0.0,0.0,0.0,0.0,0.2899999999999999,0.75,0.9648613649113076,1.25,-0.06818231392304153,-0.16017741931091178
SmitAl03,3,HassMa00,Matt Hasselbeck ,2014,17.19224009868773,4.650607284195196,12.0,4.75,0.1875,1.0625,5.6875,0.0,0.0,0.0,0.0,,1.01,-0.25,0.8761699738101087,1.25,-0.03006847430461046,0.12252281757615613
SmitAl03,4,CollKe00,Kerry Collins,2010,16.046610933612424,4.650607284195196,1.3125,9.25,4.0625,7.1875,1.5625,0.0,0.0,0.0,0.0,0.0,0.85,0.25,0.6077494196727415,1.25,0.8082626319092584,-0.6835889692466648
SmitAl03,5,BeueSt00,Steve Beuerlein,2003,10.224987584740504,4.650607284195196,13.0,0.0,3.375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.25,0.9452812179467128,1.25,-0.030384221011340307,-0.5112178677726507
SmitAl03,6,BrunMa00,Mark Brunell,2009,3.124375727328257,4.650607284195196,6.4375,0.0,0.0,0.0625,0.6875,0.0625,0.0,0.0,0.0,0.0,0.81,-0.25,0.407679637388912,1.25,-0.042162186512180844,-0.33403154315596084
